time,equity,cash,position,price,unfinished_abs,occupied
2026-04-21T09:31:00,176400.0,100000.0,200,382.0,0,0
2026-04-21T09:32:00,175598.0,100000.0,200,377.99,0,0
2026-04-21T09:33:00,175536.0,100000.0,200,377.68,0,0
2026-04-21T09:34:00,174554.0,100000.0,200,372.77,0,0
2026-04-21T09:35:00,174864.0,100000.0,200,374.32,0,0
2026-04-21T09:36:00,173600.0,100000.0,200,368.0,0,0
2026-04-21T09:37:00,173476.0,100000.0,200,367.38,0,0
2026-04-21T09:38:00,173004.0,100000.0,200,365.02,0,0
2026-04-21T09:39:00,172700.0,100000.0,200,363.5,0,0
2026-04-21T09:40:00,173066.0,100000.0,200,365.33,0,0
2026-04-21T09:41:00,172400.0,100000.0,200,362.0,0,0
2026-04-21T09:42:00,172512.0,100000.0,200,362.56,0,0
2026-04-21T09:43:00,172794.0,100000.0,200,363.97,0,0
2026-04-21T09:44:00,172780.0,100000.0,200,363.9,0,0
2026-04-21T09:45:00,173088.0,100000.0,200,365.44,0,0
2026-04-21T09:46:00,173380.0,100000.0,200,366.9,0,0
2026-04-21T09:47:00,174002.0,100000.0,200,370.01,0,0
2026-04-21T09:48:00,174196.0,100000.0,200,370.98,0,0
2026-04-21T09:49:00,173800.0,100000.0,200,369.0,0,0
2026-04-21T09:50:00,173893.55,136881.55,100,370.12,100,37012.0
2026-04-21T09:51:00,173542.55,136881.55,100,366.61,100,36900.0
2026-04-21T09:52:00,173978.55,136881.55,100,370.97,100,37097.0
2026-04-21T09:53:00,174083.55,136881.55,100,372.02,100,37202.0
2026-04-21T09:54:00,174121.55,136881.55,100,372.4,100,37240.0
2026-04-21T09:55:00,174133.55,136881.55,100,372.52,100,37252.0
2026-04-21T09:56:00,173970.55,136881.55,100,370.89,100,37089.0
2026-04-21T09:57:00,174160.55,136881.55,100,372.79,100,37279.0
2026-04-21T09:58:00,174082.55,136881.55,100,372.01,100,37201.0
2026-04-21T09:59:00,174166.55,136881.55,100,372.85,100,37285.0
2026-04-21T10:00:00,174085.55,136881.55,100,372.04,100,37204.0
2026-04-21T10:01:00,174229.55,136881.55,100,373.48,100,37348.0
2026-04-21T10:02:00,174578.55,136881.55,100,376.97,100,37697.0
2026-04-21T10:03:00,174362.55,136881.55,100,374.81,100,37481.0
2026-04-21T10:04:00,174281.55,136881.55,100,374.0,100,37400.0
2026-04-21T10:05:00,174329.55,136881.55,100,374.48,100,37448.0
2026-04-21T10:06:00,174185.55,136881.55,100,373.04,100,37304.0
2026-04-21T10:07:00,174383.55,136881.55,100,375.02,100,37502.0
2026-04-21T10:08:00,174378.55,136881.55,100,374.97,100,37497.0
2026-04-21T10:09:00,174331.55,136881.55,100,374.5,100,37450.0
2026-04-21T10:10:00,174281.55,136881.55,100,374.0,100,37400.0
2026-04-21T10:11:00,174181.55,136881.55,100,373.0,100,37300.0
2026-04-21T10:12:00,174181.55,136881.55,100,373.0,100,37300.0
2026-04-21T10:13:00,174241.55,136881.55,100,373.6,100,37360.0
2026-04-21T10:14:00,174196.55,136881.55,100,373.15,100,37315.0
2026-04-21T10:15:00,174221.55,136881.55,100,373.4,100,37340.0
2026-04-21T10:16:00,174086.55,136881.55,100,372.05,100,37205.0
2026-04-21T10:17:00,174106.55,136881.55,100,372.25,100,37225.0
2026-04-21T10:18:00,174093.55,136881.55,100,372.12,100,37212.0
2026-04-21T10:19:00,174243.55,136881.55,100,373.62,100,37362.0
2026-04-21T10:20:00,174141.55,136881.55,100,372.6,100,37260.0
2026-04-21T10:21:00,174082.55,136881.55,100,372.01,100,37201.0
2026-04-21T10:22:00,174028.55,136881.55,100,371.47,100,37147.0
2026-04-21T10:23:00,173991.55,136881.55,100,371.1,100,37110.0
2026-04-21T10:24:00,174009.55,136881.55,100,371.28,100,37128.0
2026-04-21T10:25:00,173931.55,136881.55,100,370.5,100,37050.0
2026-04-21T10:26:00,173861.55,136881.55,100,369.8,100,36980.0
2026-04-21T10:27:00,173792.55,136881.55,100,369.11,100,36911.0
2026-04-21T10:28:00,173801.55,136881.55,100,369.2,100,36920.0
2026-04-21T10:29:00,173870.55,136881.55,100,369.89,100,36989.0
2026-04-21T10:30:00,173859.55,136881.55,100,369.78,100,36978.0
2026-04-21T10:31:00,173989.55,136881.55,100,371.08,100,37108.0
2026-04-21T10:32:00,173981.55,136881.55,100,371.0,100,37100.0
2026-04-21T10:33:00,173897.55,136881.55,100,370.16,100,37016.0
2026-04-21T10:34:00,174076.55,136881.55,100,371.95,100,37195.0
2026-04-21T10:35:00,174003.55,136881.55,100,371.22,100,37122.0
2026-04-21T10:36:00,173979.55,136881.55,100,370.98,100,37098.0
2026-04-21T10:37:00,174112.55,136881.55,100,372.31,100,37231.0
2026-04-21T10:38:00,174103.55,136881.55,100,372.22,100,37222.0
2026-04-21T10:39:00,174021.55,136881.55,100,371.4,100,37140.0
2026-04-21T10:40:00,174142.55,136881.55,100,372.61,100,37261.0
2026-04-21T10:41:00,174266.55,136881.55,100,373.85,100,37385.0
2026-04-21T10:42:00,174241.55,136881.55,100,373.6,100,37360.0
2026-04-21T10:43:00,174316.55,136881.55,100,374.35,100,37435.0
2026-04-21T10:44:00,174361.55,136881.55,100,374.8,100,37480.0
2026-04-21T10:45:00,174359.55,136881.55,100,374.78,100,37478.0
2026-04-21T10:46:00,174396.55,136881.55,100,375.15,100,37515.0
2026-04-21T10:47:00,174253.55,136881.55,100,373.72,100,37372.0
2026-04-21T10:48:00,174223.55,136881.55,100,373.42,100,37342.0
2026-04-21T10:49:00,174331.55,136881.55,100,374.5,100,37450.0
2026-04-21T10:50:00,174366.55,136881.55,100,374.85,100,37485.0
2026-04-21T10:51:00,174544.55,136881.55,100,376.63,100,37663.0
2026-04-21T10:52:00,174713.55,136881.55,100,378.32,100,37832.0
2026-04-21T10:53:00,174571.55,136881.55,100,376.9,100,37690.0
2026-04-21T10:54:00,174731.55,136881.55,100,378.5,100,37850.0
2026-04-21T10:55:00,174830.55,136881.55,100,379.49,100,37949.0
2026-04-21T10:56:00,174792.55,136881.55,100,379.11,100,37911.0
2026-04-21T10:57:00,175031.55,136881.55,100,381.5,100,38150.0
2026-04-21T10:58:00,174883.55,136881.55,100,380.02,100,38002.0
2026-04-21T10:59:00,175041.55,136881.55,100,381.6,100,38160.0
2026-04-21T11:00:00,174881.55,136881.55,100,380.0,100,38000.0
2026-04-21T11:01:00,174851.55,136881.55,100,379.7,100,37970.0
2026-04-21T11:02:00,174838.55,136881.55,100,379.57,100,37957.0
2026-04-21T11:03:00,174711.55,136881.55,100,378.3,100,37830.0
2026-04-21T11:04:00,174981.55,136881.55,100,381.0,100,38100.0
2026-04-21T11:05:00,174902.55,136881.55,100,380.21,100,38021.0
2026-04-21T11:06:00,175028.55,136881.55,100,381.47,100,38147.0
2026-04-21T11:07:00,174982.55,136881.55,100,381.01,100,38101.0
2026-04-21T11:08:00,175066.55,136881.55,100,381.85,100,38185.0
2026-04-21T11:09:00,174935.55,136881.55,100,380.54,100,38054.0
2026-04-21T11:10:00,174832.55,136881.55,100,379.51,100,37951.0
2026-04-21T11:11:00,174693.55,136881.55,100,378.12,100,37812.0
2026-04-21T11:12:00,174631.55,136881.55,100,377.5,100,37750.0
2026-04-21T11:13:00,174687.55,136881.55,100,378.06,100,37806.0
2026-04-21T11:14:00,174693.55,136881.55,100,378.12,100,37812.0
2026-04-21T11:15:00,174781.55,136881.55,100,379.0,100,37900.0
2026-04-21T11:16:00,174811.55,136881.55,100,379.3,100,37930.0
2026-04-21T11:17:00,174826.55,136881.55,100,379.45,100,37945.0
2026-04-21T11:18:00,174922.55,136881.55,100,380.41,100,38041.0
2026-04-21T11:19:00,174811.55,136881.55,100,379.3,100,37930.0
2026-04-21T11:20:00,174781.55,136881.55,100,379.0,100,37900.0
2026-04-21T11:21:00,174735.55,136881.55,100,378.54,100,37854.0
2026-04-21T11:22:00,174787.55,136881.55,100,379.06,100,37906.0
2026-04-21T11:23:00,174804.55,136881.55,100,379.23,100,37923.0
2026-04-21T11:24:00,174782.55,136881.55,100,379.01,100,37901.0
2026-04-21T11:25:00,174907.55,136881.55,100,380.26,100,38026.0
2026-04-21T11:26:00,174811.55,136881.55,100,379.3,100,37930.0
2026-04-21T11:27:00,174782.55,136881.55,100,379.01,100,37901.0
2026-04-21T11:28:00,174881.55,136881.55,100,380.0,100,38000.0
2026-04-21T11:29:00,175011.55,136881.55,100,381.3,100,38130.0
